"2024-06-18 09:10:55 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","30"
"2024-06-18 09:51:59 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-18 09:52:38 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","62"
"2024-06-18 11:04:43 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","73"
"2024-06-18 11:05:10 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","74"
"2024-06-18 12:21:30 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","65"
"2024-06-18 12:22:18 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","63"
"2024-06-18 12:26:55 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","67"
"2024-06-18 12:28:33 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","59"
"2024-06-18 12:30:30 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","65"
"2024-06-18 12:37:59 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","52"
"2024-06-18 12:40:21 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","51"
"2024-06-18 12:42:14 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","55"
"2024-06-18 12:42:42 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","47"
"2024-06-18 12:45:18 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","62"
"2024-06-18 12:46:34 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","65"
"2024-06-18 13:25:10 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","65"
"2024-06-18 13:25:52 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","63"
"2024-06-18 13:27:06 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","57"
"2024-06-18 13:29:33 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","59"
"2024-06-18 13:33:24 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","73"
"2024-06-18 13:35:08 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","63"
"2024-06-18 13:37:08 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","62"
"2024-06-19 05:23:22 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","55"
"2024-06-19 05:31:33 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","54"
"2024-06-19 05:31:49 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","52"
"2024-06-19 06:11:41 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","54"
"2024-06-19 06:12:28 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-19 06:13:50 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","66"
"2024-06-19 06:14:43 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","63"
"2024-06-19 06:15:19 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","58"
"2024-06-19 06:31:56 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","46"
"2024-06-19 06:32:13 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","55"
"2024-06-19 06:48:32 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","46"
"2024-06-19 06:52:01 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","54"
"2024-06-19 06:54:53 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","65"
"2024-06-19 06:56:19 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","66"
"2024-06-19 06:57:55 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","67"
"2024-06-19 08:55:36 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","73"
"2024-06-19 08:56:55 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","66"
"2024-06-19 08:57:14 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","52"
"2024-06-19 08:57:54 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","67"
"2024-06-19 08:59:21 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","66"
"2024-06-19 09:24:55 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","64"
"2024-06-19 09:28:45 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","75"
"2024-06-19 09:29:10 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","56"
"2024-06-19 09:30:26 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","69"
"2024-06-19 09:31:30 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","69"
"2024-06-19 09:47:50 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","66"
"2024-06-19 09:48:05 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","56"
"2024-06-19 09:57:37 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","66"
"2024-06-19 09:57:51 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","48"
"2024-06-19 10:08:27 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-19 10:09:27 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","63"
"2024-06-19 10:49:42 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","65"
"2024-06-19 10:50:35 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","64"
"2024-06-19 10:57:46 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","60"
"2024-06-19 10:58:08 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","56"
"2024-06-19 10:59:54 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","64"
"2024-06-19 11:02:49 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","67"
"2024-06-19 11:03:16 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","56"
"2024-06-19 11:18:33 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","60"
"2024-06-19 11:29:34 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","67"
"2024-06-19 11:30:17 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","65"
"2024-06-19 11:31:44 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","62"
"2024-06-19 11:33:00 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","66"
"2024-06-19 11:34:07 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","60"
"2024-06-19 11:38:31 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","65"
"2024-06-19 11:40:35 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","70"
"2024-06-19 11:52:36 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","55"
"2024-06-19 12:12:44 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","40"
"2024-06-19 12:35:40 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-19 12:38:54 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","73"
"2024-06-19 12:39:49 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","46"
"2024-06-19 12:40:05 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","78"
"2024-06-19 12:40:21 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","69"
"2024-06-19 12:40:46 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","77"
"2024-06-19 12:41:22 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-19 12:48:44 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","72"
"2024-06-19 12:49:28 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","70"
"2024-06-19 12:55:20 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","72"
"2024-06-19 12:57:36 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","71"
"2024-06-19 13:02:10 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","70"
"2024-06-19 13:02:39 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","64"
"2024-06-19 13:03:18 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","65"
"2024-06-19 13:04:37 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","62"
"2024-06-19 15:25:30 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","51"
"2024-06-19 15:27:55 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","60"
"2024-06-19 15:30:35 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","63"
"2024-06-19 16:17:51 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","63"
"2024-06-19 16:32:49 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","63"
"2024-06-19 16:33:28 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","57"
"2024-06-19 16:42:32 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","58"
"2024-06-19 16:43:28 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","69"
"2024-06-19 16:47:29 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","68"
"2024-06-19 17:18:01 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","52"
"2024-06-19 17:32:03 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","58"
"2024-06-19 17:41:05 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","59"
"2024-06-19 17:47:23 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-19 17:48:49 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","62"
"2024-06-19 17:54:07 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","60"
"2024-06-19 17:54:56 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","49"
"2024-06-19 17:55:29 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","60"
"2024-06-19 17:57:48 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","59"
"2024-06-19 18:06:24 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","55"
"2024-06-19 18:07:31 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","49"
"2024-06-19 18:47:15 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","63"
"2024-06-19 18:48:56 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","55"
"2024-06-19 18:51:56 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","66"
"2024-06-19 18:55:06 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","63"
"2024-06-19 18:59:06 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","59"
"2024-06-19 18:59:58 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","57"
"2024-06-19 19:04:01 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","59"
"2024-06-19 19:52:03 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","65"
"2024-06-19 19:57:02 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","68"
"2024-06-19 20:02:02 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","69"
"2024-06-19 20:03:53 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","70"
"2024-06-19 20:04:49 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","69"
"2024-06-19 20:05:52 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","67"
"2024-06-19 20:07:09 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","51"
"2024-06-20 05:09:57 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","50"
"2024-06-20 05:11:14 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","48"
"2024-06-20 05:57:52 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","57"
"2024-06-20 06:02:43 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","67"
"2024-06-20 06:04:04 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","62"
"2024-06-20 06:04:29 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","66"
"2024-06-20 06:33:36 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","60"
"2024-06-20 06:35:32 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","58"
"2024-06-20 06:37:08 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","58"
"2024-06-20 06:59:08 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","66"
"2024-06-20 07:01:10 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","60"
"2024-06-20 07:04:17 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","57"
"2024-06-20 08:02:28 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","63"
"2024-06-20 08:03:11 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","59"
"2024-06-20 08:04:48 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-20 08:07:05 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-20 08:09:01 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","63"
"2024-06-20 09:21:05 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","58"
"2024-06-20 09:23:48 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","66"
"2024-06-20 09:26:49 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","60"
"2024-06-20 09:28:10 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","59"
"2024-06-20 11:02:31 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","56"
"2024-06-20 11:04:56 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","71"
"2024-06-20 11:05:26 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","83"
"2024-06-20 11:08:17 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","69"
"2024-06-20 11:09:33 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","56"
"2024-06-20 11:10:38 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","64"
"2024-06-20 11:37:24 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","55"
"2024-06-20 12:00:57 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","56"
"2024-06-20 12:03:08 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","53"
"2024-06-20 13:26:16 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","59"
"2024-06-20 13:26:35 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-20 13:28:03 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","57"
"2024-06-20 13:29:56 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","62"
"2024-06-20 13:31:54 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","62"
"2024-06-20 13:33:00 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","60"
"2024-06-20 16:21:46 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-20 16:23:04 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","62"
"2024-06-20 16:51:35 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","63"
"2024-06-20 16:55:56 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","62"
"2024-06-20 17:19:06 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","53"
"2024-06-20 17:44:16 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","59"
"2024-06-20 17:44:50 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-20 17:47:13 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","59"
"2024-06-20 17:52:44 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","63"
"2024-06-20 17:53:46 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","54"
"2024-06-20 17:55:31 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","54"
"2024-06-20 17:56:26 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","51"
"2024-06-20 17:58:15 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","55"
"2024-06-20 18:00:40 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","63"
"2024-06-20 18:03:40 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","62"
"2024-06-20 18:05:44 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","63"
"2024-06-20 18:08:12 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","60"
"2024-06-20 18:10:34 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-20 18:13:28 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","66"
"2024-06-20 18:17:37 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","62"
"2024-06-20 18:19:09 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","56"
"2024-06-20 18:21:40 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","58"
"2024-06-20 18:22:02 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","49"
"2024-06-20 18:22:59 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","45"
"2024-06-20 18:23:22 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","52"
"2024-06-20 18:23:50 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","44"
"2024-06-20 18:26:43 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","53"
"2024-06-20 18:29:02 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","58"
"2024-06-20 18:30:14 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","43"
"2024-06-20 18:34:59 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","51"
"2024-06-20 18:36:24 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","62"
"2024-06-20 18:36:37 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","57"
"2024-06-20 18:37:51 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","62"
"2024-06-20 18:39:21 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","60"
"2024-06-20 18:40:20 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","58"
"2024-06-21 12:16:23 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","40"
"2024-06-21 12:17:08 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","40"
"2024-06-21 12:27:20 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","49"
"2024-06-21 12:29:11 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","46"
"2024-06-21 12:42:24 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","48"
"2024-06-21 12:52:09 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","42"
"2024-06-21 12:54:01 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","45"
"2024-06-21 12:56:23 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","51"
"2024-06-21 13:01:14 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","53"
"2024-06-21 13:04:21 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","62"
"2024-06-21 13:06:19 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","63"
"2024-06-21 13:08:39 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","62"
"2024-06-21 17:17:11 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","62"
"2024-06-21 17:18:45 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","58"
"2024-06-21 17:21:22 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-21 17:29:05 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","55"
"2024-06-21 17:32:19 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","59"
"2024-06-21 17:40:28 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","54"
"2024-06-21 17:41:50 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","60"
"2024-06-21 18:09:35 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","57"
"2024-06-21 18:11:31 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","63"
"2024-06-21 18:12:35 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-21 18:13:35 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","57"
"2024-06-22 05:41:05 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","41"
"2024-06-22 05:41:35 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","44"
"2024-06-22 05:43:40 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","50"
"2024-06-22 05:45:05 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","51"
"2024-06-22 06:03:17 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-22 06:04:17 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-22 06:05:42 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","63"
"2024-06-22 06:15:12 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","66"
"2024-06-22 06:17:43 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","62"
"2024-06-22 06:19:41 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-22 06:22:18 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","64"
"2024-06-22 06:23:38 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","64"
"2024-06-22 08:09:22 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","63"
"2024-06-22 08:10:56 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-22 08:11:36 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","64"
"2024-06-22 10:26:26 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","63"
"2024-06-22 10:28:14 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-22 10:29:07 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","64"
"2024-06-22 12:17:07 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","53"
"2024-06-22 12:19:15 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","44"
"2024-06-22 13:52:36 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","50"
"2024-06-22 13:54:12 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","51"
"2024-06-22 13:56:05 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","44"
"2024-06-22 13:57:30 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","46"
"2024-06-22 14:12:59 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","42"
"2024-06-22 14:13:54 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","47"
"2024-06-22 14:33:46 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","55"
"2024-06-22 14:34:41 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","49"
"2024-06-22 14:35:52 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","47"
"2024-06-22 15:48:57 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","59"
"2024-06-22 15:51:12 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","70"
"2024-06-22 15:57:02 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","60"
"2024-06-22 16:07:14 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","127"
"2024-06-22 16:08:07 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","64"
"2024-06-22 16:20:40 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","60"
"2024-06-22 16:33:39 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","46"
"2024-06-22 16:34:58 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","66"
"2024-06-22 16:36:04 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","51"
"2024-06-23 12:37:25 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","62"
"2024-06-23 13:45:09 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","55"
"2024-06-23 13:51:56 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","59"
"2024-06-23 13:55:36 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","54"
"2024-06-23 14:07:47 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","48"
"2024-06-23 14:15:26 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","64"
"2024-06-23 14:17:32 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","54"
"2024-06-23 14:18:11 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","56"
"2024-06-23 14:18:43 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","56"
"2024-06-23 14:20:37 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","62"
"2024-06-23 14:25:25 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","58"
"2024-06-23 14:26:05 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","44"
"2024-06-23 14:35:28 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","58"
"2024-06-23 14:37:42 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","76"
"2024-06-23 14:38:37 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","55"
"2024-06-23 14:47:06 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","56"
"2024-06-23 14:47:30 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","56"
"2024-06-23 14:53:11 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","49"
"2024-06-23 15:05:16 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-23 15:21:49 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","37"
"2024-06-23 15:22:36 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","48"
"2024-06-23 15:37:12 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","49"
"2024-06-23 15:38:49 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","50"
"2024-06-23 15:40:16 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","53"
"2024-06-23 15:46:00 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","49"
"2024-06-23 16:10:11 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","51"
"2024-06-23 16:10:33 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","60"
"2024-06-23 17:18:25 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","51"
"2024-06-23 17:23:12 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","55"
"2024-06-23 17:24:57 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","47"
"2024-06-23 17:26:19 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","44"
"2024-06-25 10:04:08 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","50"
"2024-06-25 10:07:18 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","54"
"2024-06-25 10:20:55 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","59"
"2024-06-25 10:21:33 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","69"
"2024-06-25 10:24:52 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","73"
"2024-06-25 10:25:26 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-25 10:33:42 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","80"
"2024-06-25 10:38:52 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","108"
"2024-06-25 10:43:52 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","106"
"2024-06-25 10:48:07 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","98"
"2024-06-25 10:50:22 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","74"
"2024-06-25 12:13:25 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","57"
"2024-06-25 16:31:44 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","68"
"2024-06-25 16:33:12 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","58"
